post_id,count,dw_page_sk,dw_eff_dt,page_path_tx,conf_page_path_tx,page_hier_lvl1_nm,parent_page_sk,http_return_cd,nldt_type_cd,page_vertical_tx,dw_last_updt_ts,dw_load_ts
"177286","1","389215","2015-12-08","blog/advisorvoices/how-money-scripts-direct-your-financial-life","blog/advisorvoices/how-money-scripts-direct-your-financial-life","Personal Finance","389215","301","N","Personal Finance","2016-07-18 04:17:23","2015-12-08 15:57:09"
"50634","1","395920","2015-12-08","blog/finance/credit-score/credit-score-ranges-bad-excellent","blog/finance/credit-score/credit-score-ranges-bad-excellent","Personal Finance","395920","200","L","Personal Finance","2016-07-18 04:17:23","2016-01-31 05:55:19"
"158179","2","372981","2016-07-15","blog/mortgages/buying-a-home-saving-down-payment","blog/mortgages/buying-a-home-saving-down-payment","Mortgages","372981","200","L","Mortgages","2016-07-18 04:17:23","2015-09-22 08:14:11"
"48765","3","395158","2016-07-15","blog/credit-cards/applying-credit-card-bad-credit-score","blog/credit-cards/applying-credit-card-bad-credit-score","Credit Cards","395158","200","L","Credit Cards","2016-07-18 04:17:23","2016-01-28 05:57:18"
"99142","1","508816","2016-07-15","blog/credit-cards/paying-more-minimum-on-your-credit-card","blog/credit-cards/paying-more-minimum-on-your-credit-card","Credit Cards","508816","200","L","Credit Cards","2016-07-18 04:17:23","2016-05-09 05:20:56"
"170558","3","384037","2016-07-15","blog/banking/ally-bank-vs-capital-one-360-comparison","blog/banking/ally-bank-vs-capital-one-360-comparison","Banking","384037","200","D","Banking","2016-07-18 04:17:23","2015-11-07 08:40:35"
"185464","2","390297","2016-07-15","blog/shopping/shinola-runwell-watches","blog/shopping/shinola-runwell-watches","Shopping","390297","200","D","Shopping","2016-07-18 04:17:23","2015-12-22 08:37:51"
"192516","1","394872","2016-07-15","blog/shopping/dyson-v6-stick-vacuum-review","blog/shopping/dyson-v6-stick-vacuum-review","Shopping","394872","200","D","Shopping","2016-07-18 04:17:23","2016-01-23 05:55:14"
"159791","1","507840","2016-07-15","blog/insurance/car-insurance-quotes-hybrids-gas","blog/insurance/car-insurance-quotes-hybrids-gas","Insurance","507840","200","L","Insurance","2016-07-18 04:17:23","2016-04-28 04:34:40"
"156292","8","400815","2016-07-15","blog/insurance/life-insurance-biggest-companies","blog/insurance/life-insurance-biggest-companies","Insurance","400815","200","D","Insurance","2016-07-18 04:17:23","2016-03-09 05:54:41"
"135028","1","381287","2016-07-15","blog/loans/student-loans/hillary-clinton-student-loans","blog/loans/student-loans/hillary-clinton-student-loans","Loans","381287","200","N","Loans","2016-07-18 04:17:23","2015-10-23 08:23:05"
"269781","34","1007151","2016-07-15","blog/credit-cards/citi-costco-visa-launch-problems","blog/credit-cards/citi-costco-visa-launch-problems","Credit Cards","1007151","200","N","Credit Cards","2016-07-18 04:17:23","2016-06-24 04:20:22"
"274220","1","1009686","2016-07-15","blog/utilities/what-is-wi-fi-calling-and-how-it-can-save-you-money","blog/utilities/what-is-wi-fi-calling-and-how-it-can-save-you-money","Utilities","1009686","200","L","Utilities","2016-07-18 04:17:23","2016-07-13 04:05:36"
"186340","1","391756","2016-07-15","blog/taxes/standard-deduction-2015","blog/taxes/standard-deduction-2015","Taxes","391756","200","L","Taxes","2016-07-18 04:17:23","2016-01-05 19:15:44"
"163820","1","831493","2016-01-12","blog/federal-student-loan-interest-rate-timeline-events","blog/federal-student-loan-interest-rate-timeline-events","Loans","831493","404","N","Loans","2016-07-18 04:17:23","2016-06-22 22:04:03"
"94747","2","394979","2016-01-26","blog/credit-cards/mortgage-no-credit-history","blog/credit-cards/mortgage-no-credit-history","Mortgages","394979","301","L","Mortgages","2016-07-18 04:17:23","2016-01-28 05:57:18"
"202024","11","509832","2016-05-15","search/undefined/blog/investing/the-best-roth-ira-account-providers","search/undefined/blog/investing/the-best-roth-ira-account-providers","Investing","509832","404","D","Investing","2016-07-18 04:17:23","2016-05-18 07:10:05"
"214758","2","837527","2016-06-02","blog/private-student-loans","blog/private-student-loans","Loans","837527","404","D","Loans","2016-07-18 04:17:23","2016-06-22 22:04:03"
"244021","1","996341","2016-06-07","search/undefined/blog/shopping/garmin-vivofit-vs-vivosmart-activity-tracker-comparison","search/undefined/blog/shopping/garmin-vivofit-vs-vivosmart-activity-tracker-comparison","Shopping","996341","404","D","Shopping","2016-07-18 04:17:23","2016-06-22 22:04:03"
"179574","2","388596","2015-12-02","blog/health/ask-christina/surgery-cant-afford-high-deductible","blog/health/ask-christina/surgery-cant-afford-high-deductible","Other","388596","404","L","Other","2016-07-18 04:17:23","2015-12-03 08:35:52"
"138268","2","512512","2015-12-16","blog/finance/money/making-and-spending-money/10-surprising-legit-work-from-home-jobs","blog/finance/money/making-and-spending-money/10-surprising-legit-work-from-home-jobs","Personal Finance","512512","301","N","Personal Finance","2016-07-18 04:17:23","2016-06-01 01:22:19"
"71827","1","392802","2016-01-07","blog/mortgages/buying-a-home/best-places-homeownership-michigan","blog/mortgages/buying-a-home/best-places-homeownership-michigan","Mortgages","392802","301","L","Mortgages","2016-07-18 04:17:23","2016-01-08 08:50:15"
"89281","3","995618","2016-01-08","search/undefined/blog/banking/banking-news/hidden-hazards-reloadable-debit-card-regulations","search/undefined/blog/banking/banking-news/hidden-hazards-reloadable-debit-card-regulations","Banking","995618","404","L","Banking","2016-07-18 04:17:23","2016-06-22 22:04:03"
"159494","2","376792","2016-07-15","blog/credit-cards/5-reasons-give-kid-credit-card","blog/credit-cards/5-reasons-give-kid-credit-card","Credit Cards","376792","200","N","Credit Cards","2016-07-18 04:17:23","2015-09-30 08:21:52"
"271380","8","1007563","2016-07-15","blog/mortgages/mortgage-rates-today-monday-june-27","blog/mortgages/mortgage-rates-today-monday-june-27","Mortgages","1007563","200","N","Mortgages","2016-07-18 04:17:23","2016-06-28 04:47:21"
"256544","6","792878","2016-07-15","blog/loans/5-reasons-say-no-long-lo","blog/loans/5-reasons-say-no-long-lo","Loans","792878","200","L","Loans","2016-07-18 04:17:23","2016-06-03 04:41:29"
"179482","1","388794","2015-12-02","blog/prescriptions/symbicort-coupon","blog/prescriptions/symbicort-coupon","Health","388794","301","L","Health","2016-07-18 04:17:23","2015-12-04 08:38:32"
"179474","3","388266","2015-12-02","blog/health/healthcare-price-transparency/how-much-does-liposuction-cost","blog/health/healthcare-price-transparency/how-much-does-liposuction-cost","Other","388266","404","L","Other","2016-07-18 04:17:23","2015-12-03 08:35:52"
"138104","1","995976","2016-06-02","search/undefined/blog/finance/how-to-make-money-at-home-and-online","search/undefined/blog/finance/how-to-make-money-at-home-and-online","Personal Finance","995976","404","L","Personal Finance","2016-07-18 04:17:23","2016-06-22 22:04:03"
"213662","2","400547","2016-07-15","blog/banking/bluebird-prepaid-debit-card-review","blog/banking/bluebird-prepaid-debit-card-review","Banking","400547","200","D","Banking","2016-07-18 04:17:23","2016-03-09 05:54:41"
"238192","2","507783","2016-07-15","blog/loans/student-loans/private-student-loan-forgiveness","blog/loans/student-loans/private-student-loan-forgiveness","Loans","507783","200","L","Loans","2016-07-18 04:17:23","2016-04-28 04:16:55"
"99218","5","389599","2016-07-15","blog/credit-cards/maxed-out-credit-card","blog/credit-cards/maxed-out-credit-card","Credit Cards","389599","200","L","Credit Cards","2016-07-18 04:17:23","2015-12-12 08:33:31"
"58348","2","350355","2016-07-15","blog/credit-cards/points-miles-cash-credit-card-rewards-programs","blog/credit-cards/points-miles-cash-credit-card-rewards-programs","Credit Cards","350355","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-18 23:54:03"
"83481","4","350466","2016-07-15","blog/credit-cards/credit-card-charged-more-gas-station","blog/credit-cards/credit-card-charged-more-gas-station","Credit Cards","350466","200","N","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59"
"155794","2","371127","2016-07-15","blog/insurance/car-insurance-speeding-ticket-colorado-co","blog/insurance/car-insurance-speeding-ticket-colorado-co","Insurance","371127","200","N","Insurance","2016-07-18 04:17:23","2015-09-18 17:35:42"
"55286","2","371781","2016-07-15","blog/credit-cards/promos/amex-bluebird-offers-checkwriting-fdic-insurance-bfd","blog/credit-cards/promos/amex-bluebird-offers-checkwriting-fdic-insurance-bfd","Credit Cards","371781","200","L","Credit Cards","2016-07-18 04:17:23","2015-09-18 17:35:42"
"88766","1","394528","2016-07-15","blog/mortgages/home-search/best-cities-young-families-washington","blog/mortgages/home-search/best-cities-young-families-washington","Mortgages","394528","200","N","Mortgages","2016-07-18 04:17:23","2016-01-26 05:55:09"
"179113","2","395626","2016-07-15","blog/health/cheerleading-football-dangerous-sports","blog/health/cheerleading-football-dangerous-sports","Health","395626","200","N","Health","2016-07-18 04:17:23","2016-01-30 05:58:35"
"207913","2","394044","2016-07-15","blog/investing/vanguard-review","blog/investing/vanguard-review","Investing","394044","200","D","Investing","2016-07-18 04:17:23","2016-01-15 06:04:37"
"117495","1","351981","2016-07-15","blog/credit-cards/credit-mortgage-approval","blog/credit-cards/credit-mortgage-approval","Credit Cards","351981","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-22 08:20:28"
"74593","1","365998","2016-07-15","blog/credit-cards/personal-credit-card-businesss-expenses-2","blog/credit-cards/personal-credit-card-businesss-expenses-2","Credit Cards","365998","200","L","Credit Cards","2016-07-18 04:17:23","2015-09-10 08:47:26"
"150965","2","368147","2016-07-15","blog/shopping/product-comparisons/robotic-vacuum-faceoff-roomba-880-roomba-870","blog/shopping/product-comparisons/robotic-vacuum-faceoff-roomba-880-roomba-870","Shopping","368147","200","D","Shopping","2016-07-18 04:17:23","2015-09-13 08:21:31"
"156485","1","372708","2016-07-15","blog/insurance/caught-driving-with-no-car-insurance","blog/insurance/caught-driving-with-no-car-insurance","Insurance","372708","200","L","Insurance","2016-07-18 04:17:23","2015-09-20 08:17:59"
"90100","7","371865","2016-07-15","blog/credit-cards/credit-card-authorized-users-build-credit","blog/credit-cards/credit-card-authorized-users-build-credit","Credit Cards","371865","200","D","Credit Cards","2016-07-18 04:17:23","2015-09-18 17:35:42"
"98020","3","381805","2016-07-15","blog/credit-cards/foreign-transaction-vs-currency-conversion-fees-difference","blog/credit-cards/foreign-transaction-vs-currency-conversion-fees-difference","Credit Cards","381805","200","L","Credit Cards","2016-07-18 04:17:23","2015-10-28 08:21:18"
"164649","3","380471","2016-07-15","blog/loans/student-loans/7-cutest-college-love-stories","blog/loans/student-loans/7-cutest-college-love-stories","Loans","380471","200","N","Loans","2016-07-18 04:17:23","2015-10-16 08:21:30"
"75814","8","396043","2016-07-15","blog/finance/revolving-debt-worse-credit-score-installment-debt","blog/finance/revolving-debt-worse-credit-score-installment-debt","Personal Finance","396043","200","L","Personal Finance","2016-07-18 04:17:23","2016-01-29 05:56:02"
"161593","5","378679","2016-07-15","blog/small-business/how-to-build-business-credit-small-business-loans","blog/small-business/how-to-build-business-credit-small-business-loans","Small Business","378679","200","L","Small Business","2016-07-18 04:17:23","2015-10-06 08:21:11"
"195395","21","343960","2016-07-15","blog/investing/robinhood-review","blog/investing/robinhood-review","Investing","343960","200","D","Investing","2016-07-18 04:17:23","2015-07-11 08:16:30"
"137804","1","365900","2016-07-15","blog/finance/dear-penny-hide-fortune-cayman-islands","blog/finance/dear-penny-hide-fortune-cayman-islands","Personal Finance","365900","200","L","Personal Finance","2016-07-18 04:17:23","2015-09-10 08:47:26"
"258704","1","792994","2016-07-15","blog/insurance/covering-costs-long-term-care","blog/insurance/covering-costs-long-term-care","Insurance","792994","200","L","Insurance","2016-07-18 04:17:23","2016-06-04 04:29:51"
"136876","1","367806","2016-07-15","blog/shopping/fitbit-vs-apple-watch-smartwatch-comparison","blog/shopping/fitbit-vs-apple-watch-smartwatch-comparison","Shopping","367806","200","D","Shopping","2016-07-18 04:17:23","2015-09-14 08:22:34"
"65748","6","371565","2016-07-15","blog/credit-cards/issued-first-credit-card","blog/credit-cards/issued-first-credit-card","Credit Cards","371565","200","L","Credit Cards","2016-07-18 04:17:23","2015-09-18 17:35:42"
"68512","5","396460","2016-07-15","blog/finance/comparing-credit-scores","blog/finance/comparing-credit-scores","Personal Finance","396460","200","L","Personal Finance","2016-07-18 04:17:23","2016-02-04 12:19:22"
"207030","8","401177","2016-07-15","blog/investing/best-online-brokers-for-options-trading","blog/investing/best-online-brokers-for-options-trading","Investing","401177","200","D","Investing","2016-07-18 04:17:23","2016-03-15 04:10:26"
"211893","5","401032","2016-07-15","blog/insurance/state-farm-insurance-auto-home-life","blog/insurance/state-farm-insurance-auto-home-life","Insurance","401032","200","D","Insurance","2016-07-18 04:17:23","2016-03-12 06:07:59"
"189492","2","393636","2016-07-15","blog/shopping/the-best-stick-vacuum-cleaners-buying-guide","blog/shopping/the-best-stick-vacuum-cleaners-buying-guide","Shopping","393636","200","D","Shopping","2016-07-18 04:17:23","2016-01-12 06:20:13"
"172751","1","397511","2016-07-15","blog/banking/usaa-bank-review","blog/banking/usaa-bank-review","Banking","397511","200","D","Banking","2016-07-18 04:17:23","2016-02-13 06:01:02"
"93182","6","350506","2016-07-15","blog/credit-cards/best-credit-card-offers-online-shoppers","blog/credit-cards/best-credit-card-offers-online-shoppers","Credit Cards","350506","200","D","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59"
"96195","2","350666","2016-07-15","blog/credit-cards/redeem-miles-barclaycard-arrival-world-mastercard","blog/credit-cards/redeem-miles-barclaycard-arrival-world-mastercard","Credit Cards","350666","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59"
"102976","1","510473","2016-07-15","blog/studies/most-irish-new-york-2015","blog/studies/most-irish-new-york-2015","Other","510473","200","L","Other","2016-07-18 04:17:23","2016-05-25 07:31:15"
"100108","1","339044","2016-07-15","blog/small-business/afford-employee","blog/small-business/afford-employee","Small Business","339044","200","L","Small Business","2016-07-18 04:17:23","2015-05-28 09:16:44"
"178924","1","388333","2015-12-02","blog/health/prescriptions/cheap-prescriptions","blog/health/prescriptions/cheap-prescriptions","Health","388333","301","L","Health","2016-07-18 04:17:23","2015-12-03 08:35:52"
"65133","6","383334","2015-11-02","blog/cities-for-young-families-california","blog/cities-for-young-families-california","Mortgages","383334","404","N","Mortgages","2016-07-18 04:17:23","2015-11-03 08:35:51"
"139356","2","385904","2015-11-20","blog/advisorvoices/common-characteristics-social-entrepreneurs","blog/advisorvoices/common-characteristics-social-entrepreneurs","Small Business","385904","301","N","Small Business","2016-07-18 04:17:23","2015-11-22 08:48:34"
"179425","1","387963","2015-12-02","blog/health/ask-christina/how-can-i-verify-if-a-provider-is-in-my-coverage-network","blog/health/ask-christina/how-can-i-verify-if-a-provider-is-in-my-coverage-network","Other","387963","404","L","Other","2016-07-18 04:17:23","2015-12-03 08:35:52"
"179099","1","388441","2015-12-02","blog/health/wellness/what-is-aspartame","blog/health/wellness/what-is-aspartame","Health","388441","301","L","Health","2016-07-18 04:17:23","2015-12-03 08:35:52"
"179184","1","388836","2015-12-02","blog/health/wellness/best-exercises-invest-in-now","blog/health/wellness/best-exercises-invest-in-now","Health","388836","301","L","Health","2016-07-18 04:17:23","2015-12-04 08:38:32"
"160671","2","996154","2015-12-09","search/undefined/blog/investing/etrade-review","search/undefined/blog/investing/etrade-review","Investing","996154","404","D","Investing","2016-07-18 04:17:23","2016-06-22 22:04:03"
"178616","2","392329","2016-01-06","blog/health/finding-health-insurance/free-preventative-care-obamacare","blog/health/finding-health-insurance/free-preventative-care-obamacare","Health","392329","200","L","Health","2016-07-18 04:17:23","2016-01-06 20:59:27"
"191673","2","393803","2016-01-18","search/undefined/blog/investing/dear-powerball-winner-make-no-sudden-moves-until-you-read-this","search/undefined/blog/investing/dear-powerball-winner-make-no-sudden-moves-until-you-read-this","Investing","393803","404","N","Investing","2016-07-18 04:17:23","2016-01-20 05:51:11"
"193470","5","398641","2016-01-20","search/undefined/blog/investing/wealthfront-review","search/undefined/blog/investing/wealthfront-review","Investing","398641","404","D","Investing","2016-07-18 04:20:10","2016-02-17 05:55:54"
"87357","11","395493","2016-01-28","blog/finance/credit-score/how-is-credit-utilization-ratio-calculated","blog/finance/credit-score/how-is-credit-utilization-ratio-calculated","Personal Finance","395493","200","L","Personal Finance","2016-07-18 04:17:23","2016-01-29 05:56:02"
"106072","3","396353","2016-02-02","blog/credit-cards/credit-card-basics/credit-cards-101","blog/credit-cards/credit-card-basics/credit-cards-101","Credit Cards","396353","200","L","Credit Cards","2016-07-18 04:17:23","2016-02-04 12:19:22"
"231116","1","504209","2016-07-15","blog/mortgages/aging-in-place-home-renovations-for-seniors","blog/mortgages/aging-in-place-home-renovations-for-seniors","Mortgages","504209","200","L","Mortgages","2016-07-18 04:17:23","2016-04-06 04:38:20"
"100574","5","353275","2016-07-15","blog/credit-cards/authorized-user-credit-score","blog/credit-cards/authorized-user-credit-score","Personal Finance","353275","200","L","Personal Finance","2016-07-18 04:17:23","2015-08-28 09:16:33"
"235402","1","507167","2016-07-15","blog/health/what-is-affordable-care-act-obamacare","blog/health/what-is-affordable-care-act-obamacare","Health","507167","200","L","Health","2016-07-18 04:17:23","2016-04-23 04:15:33"
"106072","3","396375","2016-07-15","blog/credit-cards/credit-cards-101","blog/credit-cards/credit-cards-101","Credit Cards","396375","200","L","Credit Cards","2016-07-18 04:17:23","2016-02-04 12:19:22"
"155494","1","401327","2016-07-15","blog/insurance/what-renters-insurance","blog/insurance/what-renters-insurance","Insurance","401327","200","L","Insurance","2016-07-18 04:17:23","2016-03-16 04:28:55"
"261182","1","796115","2016-07-15","blog/investing/retirement-plans-self-employed","blog/investing/retirement-plans-self-employed","Investing","796115","200","L","Investing","2016-07-18 04:17:23","2016-06-17 04:41:03"
"248031","2","509275","2016-07-15","blog/utilities/verizon-family-cell-phone-plans","blog/utilities/verizon-family-cell-phone-plans","Utilities","509275","200","D","Utilities","2016-07-18 04:17:23","2016-05-14 04:18:30"
"53194","1","23202","2016-07-15","blog/banking/american-personal-saving-rate","blog/banking/american-personal-saving-rate","Banking","23202","200","N","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"108212","8","504197","2016-07-15","blog/finance/credit-card-debt-charged-off","blog/finance/credit-card-debt-charged-off","Personal Finance","504197","200","N","Personal Finance","2016-07-18 04:17:23","2016-04-06 04:38:20"
"264409","1","795831","2016-07-15","blog/taxes/1099-misc-taxes-independent-contractors","blog/taxes/1099-misc-taxes-independent-contractors","Taxes","795831","200","L","Taxes","2016-07-18 04:17:23","2016-06-15 04:33:47"
"138985","6","1008861","2016-07-15","blog/investing/double-taxation-headache-accounting-nondeductible-ira-contributions","blog/investing/double-taxation-headache-accounting-nondeductible-ira-contributions","Investing","1008861","200","N","Investing","2016-07-18 04:17:23","2016-07-09 03:01:20"
"66791","17","399214","2016-07-15","blog/banking/black-owned-banks-fight-to-bounce-back","blog/banking/black-owned-banks-fight-to-bounce-back","Banking","399214","200","L","Banking","2016-07-18 04:17:23","2016-02-26 06:39:14"
"259203","2","792754","2016-07-15","blog/mortgages/mortgage-rates-today-wednesday-june-1","blog/mortgages/mortgage-rates-today-wednesday-june-1","Mortgages","792754","200","N","Mortgages","2016-07-18 04:17:23","2016-06-02 04:48:56"
"164840","1","380306","2016-07-15","blog/loans/student-loans/know-before-applying-for-scholarships","blog/loans/student-loans/know-before-applying-for-scholarships","Loans","380306","200","L","Loans","2016-07-18 04:17:23","2015-10-16 08:21:30"
"246721","1","510460","2016-07-15","blog/loans/student-loans/how-to-get-a-scholarship","blog/loans/student-loans/how-to-get-a-scholarship","Loans","510460","200","L","Loans","2016-07-18 04:17:23","2016-05-25 07:31:15"
"179150","19","391607","2016-07-15","blog/health/medical-costs/online-pharmacy","blog/health/medical-costs/online-pharmacy","Health","391607","200","L","Health","2016-07-18 04:17:23","2016-01-06 08:49:22"
"118133","6","349787","2016-07-16","blog/credit-cards/balance-transfer-credit-cards/balance-transfer-affects-credit-score","blog/credit-cards/balance-transfer-credit-cards/balance-transfer-affects-credit-score","Credit Cards","349787","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-17 08:12:22"
"91251","1","349407","2016-07-15","blog/credit-cards/balance-transfer-credit-cards/compare-credit-cards-chase-slate-vs-discover-it","blog/credit-cards/balance-transfer-credit-cards/compare-credit-cards-chase-slate-vs-discover-it","Credit Cards","349407","200","D","Credit Cards","2016-07-18 04:17:23","2015-08-15 08:12:09"
"182281","1","389609","2016-07-15","blog/mortgages/best-places-young-families-tn-2015","blog/mortgages/best-places-young-families-tn-2015","Mortgages","389609","200","N","Mortgages","2016-07-18 04:17:23","2015-12-16 08:42:12"
"65133","6","393047","2016-07-15","blog/mortgages/cities-for-young-families-california","blog/mortgages/cities-for-young-families-california","Mortgages","393047","200","N","Mortgages","2016-07-18 04:17:23","2016-01-14 06:20:56"
"138283","2","395851","2016-07-15","blog/finance/hobby-paycheck-5-ways-money-writing","blog/finance/hobby-paycheck-5-ways-money-writing","Personal Finance","395851","200","N","Personal Finance","2016-07-18 04:17:23","2016-01-29 05:56:02"
"65446","3","350671","2016-07-15","blog/credit-cards/denied-credit-card-reconsideration-lines","blog/credit-cards/denied-credit-card-reconsideration-lines","Credit Cards","350671","200","N","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59"
"136346","3","381308","2016-07-15","blog/loans/student-loans/first-day-of-work-tips","blog/loans/student-loans/first-day-of-work-tips","Loans","381308","200","L","Loans","2016-07-18 04:17:23","2015-10-21 19:22:56"
"155869","4","395294","2016-07-15","blog/insurance/expert-faq-pit-bull-increase-homeowners-insurance-premium","blog/insurance/expert-faq-pit-bull-increase-homeowners-insurance-premium","Insurance","395294","200","N","Insurance","2016-07-18 04:17:23","2016-01-28 05:57:18"
"209925","1","399183","2016-07-15","blog/investing/eoption-review","blog/investing/eoption-review","Investing","399183","200","D","Investing","2016-07-18 04:17:23","2016-02-25 06:06:41"
"94040","1","351838","2016-07-15","blog/credit-cards/track-0-interest-credit-card-offer-expires","blog/credit-cards/track-0-interest-credit-card-offer-expires","Credit Cards","351838","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-22 08:20:28"
"213453","4","503371","2016-07-15","blog/banking/cds/cd-early-withdrawal-fees","blog/banking/cds/cd-early-withdrawal-fees","Banking","503371","200","L","Banking","2016-07-18 04:17:23","2016-03-29 06:07:24"
"77859","2","207585","2016-07-15","blog/mortgages/pros-cons-adjustable-rate-mortgages","blog/mortgages/pros-cons-adjustable-rate-mortgages","Mortgages","207585","200","L","Mortgages","2016-07-18 04:17:23","2015-03-07 03:51:35"
"79894","2","350988","2016-07-15","blog/credit-cards/why-credit-card-rejected-online","blog/credit-cards/why-credit-card-rejected-online","Credit Cards","350988","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-20 08:18:08"
"63375","1","350547","2016-07-15","blog/credit-cards/benefits-world-elite-mastercard","blog/credit-cards/benefits-world-elite-mastercard","Credit Cards","350547","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59"
"156361","3","370520","2016-07-15","blog/insurance/states-low-income-drivers-car-insurance","blog/insurance/states-low-income-drivers-car-insurance","Insurance","370520","200","L","Insurance","2016-07-18 04:17:23","2015-09-18 17:35:42"
"173625","1","385480","2016-07-15","blog/insurance/safety-features-car-insurance","blog/insurance/safety-features-car-insurance","Insurance","385480","200","L","Insurance","2016-07-18 04:17:23","2015-11-19 08:43:52"
"164047","1","395635","2016-07-15","blog/loans/top-scholarships-veterinary-school","blog/loans/top-scholarships-veterinary-school","Loans","395635","200","L","Loans","2016-07-18 04:17:23","2016-01-28 05:57:18"
"89293","1","505512","2016-07-15","blog/finance/credit-card-account-in-good-standing-meaning","blog/finance/credit-card-account-in-good-standing-meaning","Personal Finance","505512","200","L","Personal Finance","2016-07-18 04:17:23","2016-04-14 04:13:59"
"232443","1","509267","2016-07-15","blog/mortgages/mortgage-refinance-lenders","blog/mortgages/mortgage-refinance-lenders","Mortgages","509267","200","D","Mortgages","2016-07-18 04:17:23","2016-05-14 04:18:30"
"101929","1","510188","2016-07-15","blog/studies/best-cities-young-families-michigan","blog/studies/best-cities-young-families-michigan","Other","510188","200","N","Other","2016-07-18 04:17:23","2016-05-24 07:28:34"
"151596","1","370781","2016-07-15","blog/shopping/shopping-tips-news/timesaving-tips-meal-edition-meet-munchery","blog/shopping/shopping-tips-news/timesaving-tips-meal-edition-meet-munchery","Shopping","370781","200","D","Shopping","2016-07-18 04:17:23","2015-09-17 08:41:25"
"100848","1","391989","2016-01-07","blog/mortgages/buying-a-home/best-places-invest-real-estate-washington","blog/mortgages/buying-a-home/best-places-invest-real-estate-washington","Mortgages","391989","301","N","Mortgages","2016-07-18 04:17:23","2016-01-08 08:50:15"
"101929","1","393232","2016-01-14","blog/mortgages/best-cities-young-families-michigan","blog/mortgages/best-cities-young-families-michigan","Other","393232","200","N","Other","2016-07-18 04:17:23","2016-01-14 06:20:56"
"119511","1","395827","2016-01-28","blog/finance/credit-score/credit-scores-change","blog/finance/credit-score/credit-scores-change","Personal Finance","395827","200","L","Personal Finance","2016-07-18 04:17:23","2016-01-29 05:56:02"
"92344","1","995635","2016-02-15","search/undefined/blog/banking/financial-literacy-tools-you-can-use","search/undefined/blog/banking/financial-literacy-tools-you-can-use","Banking","995635","404","L","Banking","2016-07-18 04:17:23","2016-06-22 22:04:03"
"92344","1","349399","2016-07-15","blog/banking/financial-literacy-tools-you-can-use","blog/banking/financial-literacy-tools-you-can-use","Banking","349399","200","L","Banking","2016-07-18 04:17:23","2015-08-15 08:12:09"
"70196","12","59079","2016-07-15","blog/mortgages/5-tips-finding-mortgage-lender","blog/mortgages/5-tips-finding-mortgage-lender","Mortgages","59079","200","L","Mortgages","2016-07-18 04:17:23","2015-03-07 03:51:35"
"229114","1","506569","2016-07-15","blog/credit-cards/bankamericard-cash-rewards-vs-citi-double-cash","blog/credit-cards/bankamericard-cash-rewards-vs-citi-double-cash","Credit Cards","506569","200","D","Credit Cards","2016-07-18 04:17:23","2016-04-22 04:31:12"
"150611","1","369670","2016-07-15","blog/shopping/shopping-tips-news/7-didnt-subscribe","blog/shopping/shopping-tips-news/7-didnt-subscribe","Shopping","369670","200","L","Shopping","2016-07-18 04:17:23","2015-09-15 08:23:58"
"270927","1","1007638","2016-07-15","blog/banking/debit-card-foreign-transaction-fees","blog/banking/debit-card-foreign-transaction-fees","Banking","1007638","200","L","Banking","2016-07-18 04:17:23","2016-06-29 02:16:58"
"125063","7","342062","2016-07-15","blog/small-business/small-business-loan-options-women-owned-businesses","blog/small-business/small-business-loan-options-women-owned-businesses","Small Business","342062","200","D","Small Business","2016-07-18 04:17:23","2015-06-23 09:16:15"
"259909","1","792881","2016-07-16","blog/mortgages/mortgage-rates-steady-hottest-cities-for-house-flipping","blog/mortgages/mortgage-rates-steady-hottest-cities-for-house-flipping","Mortgages","792881","200","N","Mortgages","2016-07-18 04:17:23","2016-06-03 04:41:29"
"112217","26","504545","2016-07-15","blog/finance/car-repossessed-credit-score","blog/finance/car-repossessed-credit-score","Personal Finance","504545","200","L","Personal Finance","2016-07-18 04:17:23","2016-04-07 04:36:53"
"93620","5","385563","2016-07-15","blog/credit-cards/apply-credit-card-itin-number","blog/credit-cards/apply-credit-card-itin-number","Credit Cards","385563","200","L","Credit Cards","2016-07-18 04:17:23","2015-11-21 08:49:00"
"59586","1","390359","2016-07-15","blog/credit-cards/business-credit-card-credit","blog/credit-cards/business-credit-card-credit","Credit Cards","390359","200","L","Credit Cards","2016-07-18 04:17:23","2015-12-22 08:37:51"
"137667","22","505047","2016-07-15","blog/finance/cost-medical-marijuana-card","blog/finance/cost-medical-marijuana-card","Personal Finance","505047","200","N","Personal Finance","2016-07-18 04:17:23","2016-04-09 07:21:44"
