post_id,count,dw_page_sk,dw_eff_dt,page_path_tx,conf_page_path_tx,page_hier_lvl1_nm,parent_page_sk,http_return_cd,nldt_type_cd,page_vertical_tx,dw_last_updt_ts,dw_load_ts
"7474","3","68","2011-07-29","blog/2011/medical-credit-card-proceed-caution","blog/2011/medical-credit-card-proceed-caution","Health","68","301","L","Health","2016-07-18 04:17:23","2015-03-07 03:51:35"
"20574","8","162147","2011-07-30","blog/2011/accountnow-prepaid-debit","blog/2011/accountnow-prepaid-debit","Banking","162147","301","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"137657","1","367936","2012-02-01","blog/investing/left-job-rollover-401k-ira","blog/investing/left-job-rollover-401k-ira","Investing","367936","200","L","Investing","2016-07-18 04:17:23","2015-09-12 08:24:13"
"20574","8","157750","2012-06-25","blog/blog/2011/06/21/accountnow-prepaid-debit","blog/blog/2011/06/21/accountnow-prepaid-debit","Banking","157750","301","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"20574","8","597564","2012-06-27","blog/blog/2011/accountnow-prepaid-debit","blog/blog/2011/accountnow-prepaid-debit","Banking","597564","301","L","Banking","2016-07-18 04:17:23","2016-06-01 18:09:10"
"142522","1","144957","2012-09-20","blog/markets/2012/investing-101-framework-investing-invest","blog/markets/2012/investing-101-framework-investing-invest","Investing","144957","301","L","Investing","2016-07-18 04:17:23","2015-03-07 03:51:35"
"142921","1","372682","2013-01-30","blog/investing/green-investing-corporations-large-small-sustainable-measures-save-money-reducing-impact","blog/investing/green-investing-corporations-large-small-sustainable-measures-save-money-reducing-impact","Investing","372682","200","L","Investing","2016-07-18 04:17:23","2015-09-18 17:35:42"
"137716","11","598730","2013-02-20","blog/fianace/2012/save-money-putting-solar-panels-roof","blog/fianace/2012/save-money-putting-solar-panels-roof","Personal Finance","598730","301","L","Personal Finance","2016-07-18 04:17:23","2016-06-01 18:09:10"
"26544","1","58351","2011-11-03","blog/2011/paper-plastic-exchange-gift-cards-cash-cardpool","blog/2011/paper-plastic-exchange-gift-cards-cash-cardpool","Credit Cards","58351","301","D","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"137716","11","78557","2014-03-27","blog/finance/money-nerd/green-living/save-money-putting-solar-panels-roof","blog/finance/money-nerd/green-living/save-money-putting-solar-panels-roof","Personal Finance","78557","301","L","Personal Finance","2016-07-18 04:17:23","2015-03-07 03:51:35"
"63484","3","7865","2014-04-01","blog/tips/pay-rent-credit-card","blog/tips/pay-rent-credit-card","Credit Cards","7865","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"70439","1","1071","2014-04-09","blog/tips/opening-joint-credit-card-account","blog/tips/opening-joint-credit-card-account","Credit Cards","1071","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"29119","1","69055","2012-01-23","blog/2012/bp-credit-card-rewards-bad-asno","blog/2012/bp-credit-card-rewards-bad-asno","Credit Cards","69055","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"155815","3","599344","2014-06-09","blog/insurance/2014/07/09/true-cost-speeding-ticket-texas-insurance-increases","blog/insurance/2014/07/09/true-cost-speeding-ticket-texas-insurance-increases","Insurance","599344","301","N","Insurance","2016-07-18 04:17:23","2016-06-01 18:09:10"
"179132","10","599152","2014-09-22","blog/health/2014/05/09/how-much-does-a-filling-cost","blog/health/2014/05/09/how-much-does-a-filling-cost","Health","599152","301","L","Health","2016-07-18 04:17:23","2016-06-01 18:09:10"
"155892","1","33589","2014-11-03","blog/insurance/2014/11/03/best-life-insurance-policy-veterans","blog/insurance/2014/11/03/best-life-insurance-policy-veterans","Insurance","33589","301","N","Insurance","2016-07-18 04:17:23","2015-03-07 03:51:35"
"92773","9","141990","2014-12-18","blog/tips/no-credit-history-unsecured-credit-card","blog/tips/no-credit-history-unsecured-credit-card","Credit Cards","141990","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"111121","1","336665","2015-04-21","blog/current-events-and-banking-industry-news/startups-lenda-sofi-mortgage-refinancing","blog/current-events-and-banking-industry-news/startups-lenda-sofi-mortgage-refinancing","Mortgages","336665","301","N","Mortgages","2016-07-18 04:17:23","2015-04-21 11:11:24"
"151272","1","342429","2015-06-30","blog/shopping/2015/shark-rocket-vs-shark-navigator-vacuum-comparison","blog/shopping/2015/shark-rocket-vs-shark-navigator-vacuum-comparison","Shopping","342429","301","D","Shopping","2016-07-18 04:17:23","2015-07-01 09:16:32"
"60777","13","996458","2015-07-06","search/undefined/blog/tips/prepaid/american-express-serve-prepaid-debit-card","search/undefined/blog/tips/prepaid/american-express-serve-prepaid-debit-card","Banking","996458","404","D","Banking","2016-07-18 04:17:23","2016-06-22 22:04:03"
"92082","2","348667","2015-08-13","blog/loans/personal-loans/credit-card-debt-personal-loans-pay","blog/loans/personal-loans/credit-card-debt-personal-loans-pay","Credit Cards","348667","200","L","Credit Cards","2016-07-18 04:17:23","2015-08-14 08:12:39"
"101533","1","349133","2015-08-14","blog/credit-cards/credit-card-basics/stolen-credit-card-numbers","blog/credit-cards/credit-card-basics/stolen-credit-card-numbers","Credit Cards","349133","200","N","Credit Cards","2016-07-18 04:17:23","2015-08-15 08:12:09"
"103302","4","349495","2015-08-14","blog/tips/late-payments-removed-credit-report-sample-goodwill-letter","blog/tips/late-payments-removed-credit-report-sample-goodwill-letter","Credit Cards","349495","301","L","Credit Cards","2016-07-18 04:17:23","2015-08-16 08:11:52"
"115029","20","350531","2015-08-18","blog/credit-cards/redeem-miles-capital-venture-card","blog/credit-cards/redeem-miles-capital-venture-card","Credit Cards","350531","200","D","Credit Cards","2016-07-18 04:17:23","2015-08-19 08:14:59"
"79610","15","350300","2015-08-19","blog/credit-cards/credit-score/paying-car-loan-help-credit-score","blog/credit-cards/credit-score/paying-car-loan-help-credit-score","Personal Finance","350300","301","L","Personal Finance","2016-07-18 04:17:23","2015-08-19 08:14:59"
"98612","2","995691","2015-08-23","search/undefined/blog/cities/best-places-to-invest-in-real-estate-in-oregon","search/undefined/blog/cities/best-places-to-invest-in-real-estate-in-oregon","Mortgages","995691","404","N","Mortgages","2016-07-18 04:17:23","2016-06-22 22:04:03"
"101533","1","352474","2015-08-25","blog/finance/current-events/stolen-credit-card-numbers","blog/finance/current-events/stolen-credit-card-numbers","Credit Cards","352474","301","N","Credit Cards","2016-07-18 04:17:23","2015-08-25 08:19:10"
"138109","3","370461","2015-09-17","blog/finance/debt-listen-dave-ramsey","blog/finance/debt-listen-dave-ramsey","Other","370461","301","L","Other","2016-07-18 04:17:23","2015-09-17 08:41:25"
"168115","1","382524","2015-10-28","blog/finance/advisorvoices/a-smart-system-to-track-your-money-flow","blog/finance/advisorvoices/a-smart-system-to-track-your-money-flow","Personal Finance","382524","301","N","Personal Finance","2016-07-18 04:17:23","2015-10-29 08:33:23"
"164824","5","383886","2015-11-01","search/undefined/blog/loans/student-loans/expert-advice-8-tips-answering-common-interview-questions","search/undefined/blog/loans/student-loans/expert-advice-8-tips-answering-common-interview-questions","Loans","383886","404","L","Loans","2016-07-18 04:17:23","2015-11-05 15:55:00"
"7474","3","995888","2015-11-25","search/undefined/blog/credit-cards/medical-credit-card-proceed-caution","search/undefined/blog/credit-cards/medical-credit-card-proceed-caution","Health","995888","404","L","Health","2016-07-18 04:17:23","2016-06-22 22:04:03"
"179006","1","388362","2015-12-02","blog/health/diseases/types-of-stds-statistics","blog/health/diseases/types-of-stds-statistics","Health","388362","301","N","Health","2016-07-18 04:17:23","2015-12-03 08:35:52"
"179034","3","506659","2015-12-04","blog/personal-health-finance/understanding-eob-medical-bills","blog/personal-health-finance/understanding-eob-medical-bills","Health","506659","301","L","Health","2016-07-18 04:17:23","2016-04-22 04:31:12"
"171541","1","996176","2015-12-30","search/undefined/blog/investing/sharebuilder-capital-one-investing-review","search/undefined/blog/investing/sharebuilder-capital-one-investing-review","Investing","996176","404","D","Investing","2016-07-18 04:17:23","2016-06-22 22:04:03"
"170671","14","393608","2016-01-14","search/undefined/blog/loans/student-loans/student-loan-forgiveness","search/undefined/blog/loans/student-loans/student-loan-forgiveness","Loans","393608","404","L","Loans","2016-07-18 04:17:23","2016-01-16 06:09:31"
"20667","1","296442","2012-02-04","blog/blog/2011/06/23/netspend-prepaid-debit-card","blog/blog/2011/06/23/netspend-prepaid-debit-card","Credit Cards","296442","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-08 03:54:47"
"20667","1","597611","2012-06-27","blog/blog/2011/netspend-prepaid-debit-card","blog/blog/2011/netspend-prepaid-debit-card","Credit Cards","597611","301","L","Credit Cards","2016-07-18 04:17:23","2016-06-01 18:09:10"
"20667","1","15652","2011-07-29","blog/2011/netspend-prepaid-debit-card","blog/2011/netspend-prepaid-debit-card","Credit Cards","15652","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"26577","99","17858","2011-11-04","blog/2011/apply-for-a-credit-card","blog/2011/apply-for-a-credit-card","Credit Cards","17858","301","D","Credit Cards","2016-07-18 04:20:10","2015-03-07 03:51:35"
"14745","1","597563","2012-06-27","blog/blog/2011/2-cash-worth","blog/blog/2011/2-cash-worth","Credit Cards","597563","301","L","Credit Cards","2016-07-18 04:17:23","2016-06-01 18:09:10"
"14745","1","84989","2011-07-30","blog/2011/2-cash-worth","blog/2011/2-cash-worth","Credit Cards","84989","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"27839","1","173682","2011-12-19","blog/2011/state-benefits-prepaid-cards-consumers-lose","blog/2011/state-benefits-prepaid-cards-consumers-lose","Credit Cards","173682","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"27839","1","114904","2011-11-18","blog/causes/2011/state-benefits-prepaid-cards-consumers-lose","blog/causes/2011/state-benefits-prepaid-cards-consumers-lose","Credit Cards","114904","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"179526","4","506662","2010-01-01","blog/prescriptions/cymbalta-generic","blog/prescriptions/cymbalta-generic","Health","506662","301","L","Health","2016-07-18 04:17:23","2016-04-22 04:31:12"
"31510","1","73000","2012-05-16","blog/2012/chase-liquid-prepaid-yeah-gamechanger","blog/2012/chase-liquid-prepaid-yeah-gamechanger","Banking","73000","301","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"138190","1","151826","2013-08-28","blog/finance/2013/credit-card-debt","blog/finance/2013/credit-card-debt","Credit Cards","151826","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"138489","4","173408","2014-02-26","blog/finance/2014/selling-home-capital-gains-tax","blog/finance/2014/selling-home-capital-gains-tax","Taxes","173408","301","L","Taxes","2016-07-18 04:17:23","2015-03-07 03:51:35"
"143678","4","117002","2014-02-26","blog/investing/2014/generic-trade-review","blog/investing/2014/generic-trade-review","Investing","117002","301","D","Investing","2016-07-18 04:17:23","2015-03-07 03:51:35"
"63609","11","72186","2014-04-01","blog/tips/online-credit-card-purchases-safe","blog/tips/online-credit-card-purchases-safe","Credit Cards","72186","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"9906","1","124793","2011-07-30","blog/2011/first-premier-bank-aventium-centennial-credit-cards","blog/2011/first-premier-bank-aventium-centennial-credit-cards","Credit Cards","124793","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"70386","1","52927","2014-05-02","blog/tips/debt-tips/credit-card-habits-grown-children-warning-worry","blog/tips/debt-tips/credit-card-habits-grown-children-warning-worry","Credit Cards","52927","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"72654","2","178980","2014-05-05","blog/tips/credit-card-numbers-valid-website-luhn-algorithm","blog/tips/credit-card-numbers-valid-website-luhn-algorithm","Credit Cards","178980","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"73945","1","190628","2014-05-15","blog/tips/hotel-takes-credit-card-imprint","blog/tips/hotel-takes-credit-card-imprint","Credit Cards","190628","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"65133","6","348722","2014-06-05","blog/cities/cities-for-young-families-california","blog/cities/cities-for-young-families-california","Mortgages","348722","301","N","Mortgages","2016-07-18 04:17:23","2015-08-14 08:12:39"
"138985","6","52604","2014-10-17","blog/finance/advisorvoices/double-taxation-headache-accounting-nondeductible-ira-contributions","blog/finance/advisorvoices/double-taxation-headache-accounting-nondeductible-ira-contributions","Investing","52604","301","N","Investing","2016-07-18 04:17:23","2015-03-07 03:51:35"
"89774","1","71452","2014-11-21","blog/cities/crime-rates-us-1960","blog/cities/crime-rates-us-1960","Other","71452","301","L","Other","2016-07-18 04:17:23","2015-03-07 03:51:35"
"150070","2","178668","2015-02-23","blog/shopping/2015/samsung-sony-toshiba-vizeo-smart-tv","blog/shopping/2015/samsung-sony-toshiba-vizeo-smart-tv","Shopping","178668","301","D","Shopping","2016-07-18 04:17:23","2015-03-07 03:51:35"
"89774","1","512165","2015-03-15","blog/credit-cards/crime-rates-us-1960","blog/credit-cards/crime-rates-us-1960","Other","512165","301","L","Other","2016-07-18 04:17:23","2016-06-01 01:22:19"
"156509","1","338763","2015-05-27","blog/insurance/2015/05/27/salvage-title-car-insurance-quote","blog/insurance/2015/05/27/salvage-title-car-insurance-quote","Insurance","338763","301","L","Insurance","2016-07-18 04:17:23","2015-05-28 09:16:44"
"156638","4","342992","2015-07-06","blog/insurance/2015/07/06/your-auto-insurance-provider-paid-for-repairs-but-you-may-not-have-to-make-them","blog/insurance/2015/07/06/your-auto-insurance-provider-paid-for-repairs-but-you-may-not-have-to-make-them","Insurance","342992","301","L","Insurance","2016-07-18 04:17:23","2015-07-07 09:16:58"
"122174","3","348919","2015-08-13","blog/credit-cards/credit-card-basics/how-young-start-building-credit","blog/credit-cards/credit-card-basics/how-young-start-building-credit","Personal Finance","348919","301","L","Personal Finance","2016-07-18 04:17:23","2015-08-14 12:57:58"
"89774","1","349960","2015-08-14","blog/uncategorized/crime-rates-us-1960","blog/uncategorized/crime-rates-us-1960","Other","349960","301","L","Other","2016-07-18 04:17:23","2015-08-18 08:12:58"
"101739","2","349814","2015-08-15","blog/barclaycard/credit-cards-offers-home-renovations","blog/barclaycard/credit-cards-offers-home-renovations","Credit Cards","349814","301","D","Credit Cards","2016-07-18 04:17:23","2015-08-16 08:11:52"
"81060","6","350508","2015-08-19","blog/credit-cards/credit-score/credit-score-adding-100-points","blog/credit-cards/credit-score/credit-score-adding-100-points","Personal Finance","350508","301","L","Personal Finance","2016-07-18 04:17:23","2015-08-19 08:14:59"
"140401","1","352448","2015-08-26","blog/mortgages/buying-a-home/homebuying-process-expectations","blog/mortgages/buying-a-home/homebuying-process-expectations","Mortgages","352448","301","L","Mortgages","2016-07-18 04:17:23","2015-08-27 08:18:45"
"99835","2","995683","2015-09-01","search/undefined/blog/cities/best-cities-rent-southern-california","search/undefined/blog/cities/best-cities-rent-southern-california","Mortgages","995683","404","N","Mortgages","2016-07-18 04:17:23","2016-06-22 22:04:03"
"116854","9","996232","2015-11-09","search/undefined/blog/mortgages/payment-buy-home","search/undefined/blog/mortgages/payment-buy-home","Mortgages","996232","404","L","Mortgages","2016-07-18 04:17:23","2016-06-22 22:04:03"
"178616","2","513331","2015-12-02","blog/obamacare/free-preventative-care-obamacare","blog/obamacare/free-preventative-care-obamacare","Health","513331","301","L","Health","2016-07-18 04:17:23","2016-06-01 01:22:19"
"166763","31","388815","2015-12-09","search/undefined/blog/loans/debt-consolidation-loans","search/undefined/blog/loans/debt-consolidation-loans","Loans","388815","404","D","Loans","2016-07-18 04:17:23","2015-12-10 00:31:46"
"138283","2","512513","2015-12-16","blog/finance/money/making-and-spending-money/hobby-paycheck-5-ways-money-writing","blog/finance/money/making-and-spending-money/hobby-paycheck-5-ways-money-writing","Personal Finance","512513","301","N","Personal Finance","2016-07-18 04:17:23","2016-06-01 01:22:19"
"179425","1","391859","2016-01-06","blog/health/managing-health-insurance/how-can-i-verify-if-a-provider-is-in-my-coverage-network","blog/health/managing-health-insurance/how-can-i-verify-if-a-provider-is-in-my-coverage-network","Other","391859","404","L","Other","2016-07-18 04:17:23","2016-01-06 20:59:27"
"99835","2","394794","2016-01-22","blog/mortgages/buying-a-home/best-cities-rent-southern-california","blog/mortgages/buying-a-home/best-cities-rent-southern-california","Mortgages","394794","301","N","Mortgages","2016-07-18 04:17:23","2016-01-22 05:55:48"
"47652","1","99752","2012-08-21","blog/2012/doddfrank-impacted-checking-account","blog/2012/doddfrank-impacted-checking-account","Banking","99752","301","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"164257","5","188624","2013-02-27","blog/nerdscholar/2013/4x-scholarships-women","blog/nerdscholar/2013/4x-scholarships-women","Loans","188624","301","L","Loans","2016-07-18 04:17:23","2015-03-07 03:51:35"
"143312","1","116206","2013-06-17","blog/investing/2013/401k-roth-ira-retirement-account","blog/investing/2013/401k-roth-ira-retirement-account","Investing","116206","301","D","Investing","2016-07-18 04:17:23","2015-03-07 03:51:35"
"56982","1","160605","2013-09-10","blog/blog/2013/06/24/best-towns-washington-state-raising-kids","blog/blog/2013/06/24/best-towns-washington-state-raising-kids","Other","160605","301","N","Other","2016-07-18 04:17:23","2015-03-07 03:51:35"
"179077","8","506699","2010-01-01","blog/wellness/most-dangerous-sports-for-children","blog/wellness/most-dangerous-sports-for-children","Health","506699","301","N","Health","2016-07-18 04:17:23","2016-04-22 04:31:12"
"179234","4","600214","2010-01-01","blog/personal-health-finance/tips-appealing-denied-health-insurance-claim","blog/personal-health-finance/tips-appealing-denied-health-insurance-claim","Health","600214","301","L","Health","2016-07-18 04:17:23","2016-06-01 18:09:10"
"178932","1","604","2013-11-13","blog/health/category/medical-bankruptcy","blog/health/category/medical-bankruptcy","Health","604","301","N","Health","2016-07-18 04:17:23","2015-03-07 03:51:35"
"47652","1","192944","2014-04-01","blog/checking/doddfrank-impacted-checking-account","blog/checking/doddfrank-impacted-checking-account","Banking","192944","301","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"56982","1","150519","2014-04-01","blog/family/best-towns-washington-state-raising-kids","blog/family/best-towns-washington-state-raising-kids","Other","150519","301","N","Other","2016-07-18 04:17:23","2015-03-07 03:51:35"
"3826","4","597305","2012-06-27","blog/blog/2010/10/thinking-of-canceling-your-credit-cards-think-again","blog/blog/2010/10/thinking-of-canceling-your-credit-cards-think-again","Credit Cards","597305","301","L","Credit Cards","2016-07-18 04:17:23","2016-06-01 18:09:10"
"179047","66","134241","2014-05-20","blog/health/2014/05/20/benefits-of-eating-healthy","blog/health/2014/05/20/benefits-of-eating-healthy","Health","134241","301","N","Health","2016-07-18 04:17:23","2015-03-07 03:51:35"
"143316","1","267071","2014-07-28","blog/investing/2014/best-529-plans-by-state-college-savings-account","blog/investing/2014/best-529-plans-by-state-college-savings-account","Investing","267071","301","D","Investing","2016-07-18 04:17:23","2015-03-08 03:54:47"
"83510","1","61155","2014-08-21","blog/tips/credit-score/credit-card-qualify-small-income","blog/tips/credit-score/credit-card-qualify-small-income","Credit Cards","61155","301","N","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"84619","4","116783","2014-09-10","blog/tips/credit-score/credit-score-employer-checking","blog/tips/credit-score/credit-score-employer-checking","Personal Finance","116783","301","L","Personal Finance","2016-07-18 04:17:23","2015-03-07 03:51:35"
"142975","1","596624","2015-03-24","blog/.../contribute-company-401k","blog/.../contribute-company-401k","Investing","596624","301","L","Investing","2016-07-18 04:17:23","2016-06-01 18:09:10"
"143312","1","599505","2015-05-18","blog/investing/2012/401k-roth-ira-retirement-account","blog/investing/2012/401k-roth-ira-retirement-account","Investing","599505","301","D","Investing","2016-07-18 04:17:23","2016-06-01 18:09:10"
"178932","1","512615","2015-07-16","blog/health/2014/03/25/medical-bankruptcy","blog/health/2014/03/25/medical-bankruptcy","Health","512615","301","N","Health","2016-07-18 04:17:23","2016-06-01 01:22:19"
"90766","3","349293","2015-08-13","blog/tips/debt-tips/earn-points-miles-6-strategies","blog/tips/debt-tips/earn-points-miles-6-strategies","Credit Cards","349293","301","L","Credit Cards","2016-07-18 04:17:23","2015-08-15 08:12:09"
"99113","5","348942","2015-08-13","blog/mortgages/mortgage-credit-report-improve-credit-score","blog/mortgages/mortgage-credit-report-improve-credit-score","Personal Finance","348942","200","L","Personal Finance","2016-07-18 04:17:23","2015-08-15 08:12:09"
"138767","1","352117","2015-08-22","blog/finance/nerdwallet-finance/what-you-should-know-money-20s","blog/finance/nerdwallet-finance/what-you-should-know-money-20s","Personal Finance","352117","301","L","Personal Finance","2016-07-18 04:17:23","2015-08-23 08:16:57"
"142975","1","359952","2015-09-03","blog/investing/financial-education/contribute-company-401k","blog/investing/financial-education/contribute-company-401k","Investing","359952","301","L","Investing","2016-07-18 04:17:23","2015-09-04 08:17:59"
"179420","21","512585","2015-09-03","blog/health%20in%20san%20antonio%20tx/2015/02/05/how-much-does-a-root-canal-cost","blog/health%20in%20san%20antonio%20tx/2015/02/05/how-much-does-a-root-canal-cost","Health","512585","301","L","Health","2016-07-18 04:17:23","2016-06-01 01:22:19"
"143397","1","361449","2015-09-03","blog/investing/financial-education/montel-williams-loan","blog/investing/financial-education/montel-williams-loan","Investing","361449","301","L","Investing","2016-07-18 04:17:23","2015-09-04 08:17:59"
"142975","1","996151","2015-09-30","search/undefined/blog/investing/contribute-company-401k","search/undefined/blog/investing/contribute-company-401k","Investing","996151","404","L","Investing","2016-07-18 04:17:23","2016-06-22 22:04:03"
"73204","9","381082","2015-10-21","blog/loans/consolidate-credit-card-debt-personal-loan","blog/loans/consolidate-credit-card-debt-personal-loan","Personal Finance","381082","301","L","Personal Finance","2016-07-18 04:17:23","2015-10-21 19:22:56"
"134013","1","996209","2015-11-03","search/undefined/blog/loans/student-loans/brianna-entrylevel-job-require-experience","search/undefined/blog/loans/student-loans/brianna-entrylevel-job-require-experience","Loans","996209","404","L","Loans","2016-07-18 04:17:23","2016-06-22 22:04:03"
"166771","100","593199","2015-11-17","search/undefined/blog/loans/personal-loans-bad-credit","search/undefined/blog/loans/personal-loans-bad-credit","Loans","593199","404","D","Loans","2016-07-18 04:17:23","2016-06-01 01:22:19"
"171997","36","390267","2015-11-21","search/undefined/blog/banking/nerdwallets-best-prepaid-debit-cards","search/undefined/blog/banking/nerdwallets-best-prepaid-debit-cards","Banking","390267","404","D","Banking","2016-07-18 04:17:23","2015-12-22 08:37:51"
"3826","4","64762","2011-07-30","blog/2010/thinking-of-canceling-your-credit-cards-think-again","blog/2010/thinking-of-canceling-your-credit-cards-think-again","Credit Cards","64762","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"179535","1","506291","2015-12-08","blog/prescriptions/top-selling-drugs-in-america","blog/prescriptions/top-selling-drugs-in-america","Health","506291","301","N","Health","2016-07-18 04:17:23","2016-04-21 05:31:06"
"179479","5","394733","2015-12-12","blog/health/how-much-does-teeth-whitening-cost","blog/health/how-much-does-teeth-whitening-cost","Health","394733","404","L","Health","2016-07-18 04:17:23","2016-01-27 05:57:19"
"92422","1","393572","2016-01-14","blog/cities/data-studies/cubanamerican-population-city","blog/cities/data-studies/cubanamerican-population-city","Other","393572","301","N","Other","2016-07-18 04:17:23","2016-01-15 06:04:37"
"83510","1","395798","2016-01-28","blog/finance/credit-score/credit-card-qualify-small-income","blog/finance/credit-score/credit-card-qualify-small-income","Credit Cards","395798","301","N","Credit Cards","2016-07-18 04:17:23","2016-01-30 05:58:35"
"166771","100","502974","2016-03-24","blog/loans/personal-loans/personal-loans-bad-credit","blog/loans/personal-loans/personal-loans-bad-credit","Loans","502974","200","D","Loans","2016-07-18 04:17:23","2016-03-25 06:12:45"
"194527","3","509005","2016-05-10","blog/loans/how-to-get-rid-of-your-student-loans","blog/loans/how-to-get-rid-of-your-student-loans","Loans","509005","301","D","Loans","2016-07-18 04:17:23","2016-05-11 06:21:33"
"73124","2","995832","2016-05-19","search/undefined/blog/credit-cards/credit-card-convenience-fees-surchargeslegal","search/undefined/blog/credit-cards/credit-card-convenience-fees-surchargeslegal","Credit Cards","995832","404","L","Credit Cards","2016-07-18 04:17:23","2016-06-22 22:04:03"
"50271","1","38591","2012-10-29","blog/2012/rumors-true-amex-blue-cash-capping-grocery-rewards-6000","blog/2012/rumors-true-amex-blue-cash-capping-grocery-rewards-6000","Credit Cards","38591","301","D","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"49168","3","597701","2013-09-10","blog/blog/2012/09/28/faq-cd-or-highyield-savings","blog/blog/2012/09/28/faq-cd-or-highyield-savings","Banking","597701","301","L","Banking","2016-07-18 04:17:23","2016-06-01 18:09:10"
"155524","1","122015","2013-10-12","blog/insurance/2013/10/01/protect-your-bubble-worth-ave-group","blog/insurance/2013/10/01/protect-your-bubble-worth-ave-group","Insurance","122015","301","N","Insurance","2016-07-18 04:17:23","2015-03-07 03:51:35"
"28943","2","38265","2012-01-17","blog/2012/suze-ormans-prepaid-debit-card-dont-sign","blog/2012/suze-ormans-prepaid-debit-card-dont-sign","Banking","38265","301","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"24275","2","597634","2012-06-27","blog/blog/2011/univision-mastercard-read-this-before-applying","blog/blog/2011/univision-mastercard-read-this-before-applying","Credit Cards","597634","301","L","Credit Cards","2016-07-18 04:17:23","2016-06-01 18:09:10"
"70037","3","157161","2014-04-07","blog/tips/making-small-frequent-payments-credit-card-good-idea","blog/tips/making-small-frequent-payments-credit-card-good-idea","Credit Cards","157161","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"71183","1","206208","2014-04-18","blog/tips/pay-paypal-credit-cards","blog/tips/pay-paypal-credit-cards","Credit Cards","206208","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"61707","2","847884","2014-06-05","cities/blog/credit-cards/best-places-colorado-job-seekers","cities/blog/credit-cards/best-places-colorado-job-seekers","Mortgages","847884","301","N","Mortgages","2016-07-18 04:17:23","2016-06-22 22:04:03"
"76610","1","200528","2014-06-17","blog/checking/history-of-bank-accounts","blog/checking/history-of-bank-accounts","Banking","200528","301","L","Banking","2016-07-18 04:17:23","2015-03-07 03:51:35"
"79283","1","172181","2014-07-08","blog/tips/credit-cards-make-you-spend-more","blog/tips/credit-cards-make-you-spend-more","Credit Cards","172181","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"80456","2","206063","2014-07-18","blog/tips/automate-credit-card-payments","blog/tips/automate-credit-card-payments","Credit Cards","206063","301","L","Credit Cards","2016-07-18 04:17:23","2015-03-07 03:51:35"
"83553","7","27051","2014-09-09","blog/tips/credit-score/vantagescore-fico-score-the-difference","blog/tips/credit-score/vantagescore-fico-score-the-difference","Personal Finance","27051","301","L","Personal Finance","2016-07-18 04:17:23","2015-03-07 03:51:35"
"95191","2","144942","2015-01-05","blog/tips/how-to-get-a-personal-loan-with-fair-credit","blog/tips/how-to-get-a-personal-loan-with-fair-credit","Loans","144942","301","L","Loans","2016-07-18 04:17:23","2015-03-07 03:51:35"
"178573","7","599181","2015-01-30","blog/health/2014/10/15/which-type-of-health-insurance","blog/health/2014/10/15/which-type-of-health-insurance","Health","599181","301","L","Health","2016-07-18 04:17:23","2016-06-01 18:09:10"
"58457","6","333844","2015-03-18","blog/fi-library/fi-library-deposits/life-build-emergency-fund","blog/fi-library/fi-library-deposits/life-build-emergency-fund","Personal Finance","333844","301","L","Personal Finance","2016-07-18 04:17:23","2015-03-20 11:12:39"
